Item,System,Failure observation,Repair time
Component 1,System 06,1/18/1994,28.17
Component 1,System 06,1/30/1994,22.64
Component 1,System 06,2/23/1994,25.24
Component 1,System 06,6/12/1994,27.15
Component 1,System 06,3/9/1995,24.43
Component 1,System 06,5/23/1995,26.03
Component 1,System 06,7/13/1995,24.93
Component 1,System 06,7/23/1995,20.49
Component 1,System 06,8/8/1995,28.69
Component 1,System 06,9/26/1995,24.66
Component 1,System 06,10/19/1995,26.26
Component 1,System 06,10/26/1995,24.17
Component 1,System 06,1/28/1996,28.14
Component 1,System 06,2/17/1996,29.84
Component 1,System 06,2/7/1997,24.79
Component 1,System 06,11/11/1997,21.77
Component 1,System 06,12/21/1997,29.25
Component 1,System 06,1/17/1998,27.91
Component 1,System 06,4/9/1998,22.78
Component 1,System 06,4/9/1999,25.72
Component 1,System 06,5/21/1999,27.87
Component 1,System 06,7/7/1999,24.84
Component 1,System 06,8/28/1999,21.60
Component 1,System 06,9/6/1999,22.04
Component 1,System 06,1/12/2000,20.67
Component 1,System 06,4/26/2000,20.34
Component 1,System 06,7/8/2000,28.47
Component 1,System 06,11/14/2000,22.89
Component 1,System 06,3/24/2001,29.53
Component 1,System 06,7/15/2001,28.54
Component 1,System 06,7/17/2001,27.30
Component 1,System 06,9/6/2001,28.70
Component 1,System 06,9/6/2001,22.17
Component 1,System 06,4/9/2002,25.89
Component 1,System 06,7/14/2002,26.36
Component 1,System 06,8/8/2003,29.22
Component 1,System 06,9/18/2003,26.90
Component 1,System 06,10/1/2003,28.52
Component 1,System 06,10/23/2003,26.57
Component 1,System 06,12/31/2003,21.81
Component 1,System 06,3/5/2004,29.89
Component 1,System 06,6/25/2004,29.08
Component 1,System 06,7/18/2004,22.26
Component 1,System 06,9/25/2004,21.16
Component 1,System 06,10/17/2004,27.13
Component 1,System 06,10/17/2004,26.06
Component 1,System 06,2/2/2005,21.33
Component 1,System 06,7/15/2005,26.07
Component 1,System 06,9/3/2005,24.99
Component 1,System 06,10/23/2005,27.84
Component 1,System 06,5/29/2006,20.61
Component 1,System 06,6/26/2006,29.29
Component 1,System 06,7/5/2006,24.63
Component 1,System 06,7/12/2006,26.39
Component 1,System 06,7/17/2006,28.76
Component 1,System 06,11/27/2006,22.50
Component 1,System 06,12/9/2006,23.88
Component 1,System 06,3/20/2007,23.81
Component 1,System 06,6/12/2007,21.44
Component 1,System 06,6/30/2007,27.52
Component 1,System 06,3/11/2009,23.60
Component 1,System 06,5/17/2009,27.89
Component 1,System 06,10/20/2009,26.18
Component 1,System 06,3/13/2010,25.08
Component 1,System 06,9/24/2010,28.60
Component 1,System 06,2/5/2011,28.47
Component 1,System 06,2/17/2011,28.45
Component 1,System 06,5/2/2011,24.38
Component 1,System 06,9/1/2011,23.74
Component 1,System 06,10/27/2011,20.17
Component 1,System 06,12/2/2011,26.95
Component 1,System 06,2/9/2012,29.05
Component 1,System 06,5/10/2012,21.17
Component 1,System 06,6/16/2012,22.28
Component 1,System 06,6/24/2012,29.98
Component 1,System 06,7/18/2012,22.77
Component 1,System 06,10/29/2012,26.87
Component 1,System 06,2/22/2013,24.83
Component 1,System 06,6/4/2013,26.82
Component 1,System 06,8/17/2013,21.06
Component 1,System 06,9/23/2013,22.09
Component 1,System 06,1/11/2014,28.70
Component 1,System 06,1/13/2014,29.91
Component 1,System 06,1/19/2014,21.76
Component 1,System 06,9/2/2014,20.04
Component 1,System 06,9/9/2014,22.19
Component 1,System 06,2/28/2015,28.76
Component 1,System 06,4/10/2015,26.13
Component 1,System 06,4/13/2015,21.30
Component 1,System 06,4/27/2015,24.30
Component 1,System 07,11/25/1990,24.78
Component 1,System 07,11/28/1990,23.83
Component 1,System 07,2/6/1991,26.18
Component 1,System 07,3/24/1991,23.99
Component 1,System 07,7/9/1991,29.31
Component 1,System 07,11/3/1991,28.30
Component 1,System 07,1/24/1992,23.35
Component 1,System 07,2/11/1992,22.98
Component 1,System 07,2/22/1992,21.49
Component 1,System 07,6/23/1992,28.53
Component 1,System 07,7/15/1992,20.90
Component 1,System 07,8/18/1992,29.74
Component 1,System 07,8/28/1992,24.01
Component 1,System 07,1/28/1993,25.74
Component 1,System 07,2/15/1993,22.88
Component 1,System 07,5/12/1993,29.02
Component 1,System 07,12/22/1993,25.43
Component 1,System 07,2/18/1994,29.29
Component 1,System 07,3/14/1994,22.15
Component 1,System 07,6/23/1994,27.32
Component 1,System 07,10/17/1994,26.85
Component 1,System 07,11/15/1994,20.43
Component 1,System 07,11/26/1994,20.05
Component 1,System 07,1/17/1995,25.27
Component 1,System 07,2/11/1995,20.61
Component 1,System 07,3/14/1995,27.58
Component 1,System 07,8/12/1995,25.25
Component 1,System 07,8/13/1995,28.75
Component 1,System 07,8/21/1995,29.76
Component 1,System 07,11/22/1995,23.83
Component 1,System 07,12/14/1995,27.50
Component 1,System 07,2/11/1996,26.82
Component 1,System 07,3/19/1996,20.58
Component 1,System 07,4/1/1996,22.65
Component 1,System 07,4/2/1996,23.02
Component 1,System 07,6/19/1996,25.65
Component 1,System 07,9/24/1996,28.29
Component 1,System 07,12/6/1996,28.79
Component 1,System 07,2/4/1997,25.87
Component 1,System 07,2/16/1997,24.67
Component 1,System 07,2/17/1997,28.40
Component 1,System 07,2/20/1997,26.66
Component 1,System 07,3/24/1997,29.09
Component 1,System 07,6/17/1997,27.14
Component 1,System 07,7/27/1997,20.05
Component 1,System 07,8/4/1997,20.54
Component 1,System 07,8/19/1997,22.86
Component 1,System 07,11/22/1997,29.03
Component 1,System 07,11/26/1997,27.86
Component 1,System 07,11/30/1997,25.59
Component 1,System 07,1/21/1998,23.92
Component 1,System 07,1/23/1998,24.27
Component 1,System 07,3/2/1998,23.97
Component 1,System 07,4/12/1998,29.36
Component 1,System 07,5/17/1998,20.22
Component 1,System 07,8/14/1998,23.06
Component 1,System 07,12/29/1998,22.20
Component 1,System 07,3/18/1999,29.66
Component 1,System 07,4/10/1999,22.71
Component 1,System 07,4/26/1999,28.70
Component 1,System 07,7/13/1999,20.01
Component 1,System 07,10/11/1999,23.46
Component 1,System 07,3/28/2000,28.67
Component 1,System 07,6/12/2000,20.89
Component 1,System 07,7/1/2000,23.65
Component 1,System 07,8/29/2000,24.48
Component 1,System 07,9/6/2000,28.45
Component 1,System 07,1/25/2001,27.13
Component 1,System 07,7/18/2001,29.19
Component 1,System 07,7/22/2001,23.30
Component 1,System 07,3/25/2002,21.02
Component 1,System 07,9/22/2002,25.92
Component 1,System 07,6/8/2003,23.85
Component 1,System 07,7/5/2003,24.37
Component 1,System 07,10/14/2003,20.14
Component 1,System 07,11/12/2003,25.28
Component 1,System 07,1/5/2004,27.63
Component 1,System 07,6/29/2004,27.99
Component 1,System 07,7/11/2004,20.42
Component 1,System 07,7/27/2004,25.98
Component 1,System 07,11/14/2004,26.07
Component 1,System 07,2/9/2005,20.29
Component 1,System 07,4/15/2005,21.95
Component 1,System 07,8/4/2005,27.89
Component 1,System 07,2/19/2006,22.26
Component 1,System 07,4/12/2006,20.20
Component 1,System 07,6/19/2006,28.72
Component 1,System 07,6/23/2006,25.25
Component 1,System 07,10/21/2006,20.54
Component 1,System 07,1/21/2007,20.24
Component 1,System 07,6/10/2007,27.45
Component 1,System 07,8/16/2007,22.73
Component 1,System 07,1/24/2008,21.55
Component 1,System 07,2/2/2008,22.21
Component 1,System 07,2/18/2008,28.36
Component 1,System 07,7/20/2008,24.07
Component 1,System 07,9/28/2008,22.91
Component 1,System 07,11/4/2008,29.11
Component 1,System 07,12/25/2008,29.08
Component 1,System 07,2/10/2009,23.33
Component 1,System 07,3/30/2009,22.04
Component 1,System 07,4/11/2009,25.66
Component 1,System 07,6/13/2009,29.31
Component 1,System 07,8/28/2009,26.53
Component 1,System 07,11/19/2009,24.40
Component 1,System 07,12/27/2009,20.56
Component 1,System 07,1/29/2010,27.88
Component 1,System 07,3/3/2010,23.47
Component 1,System 07,3/24/2010,28.50
Component 1,System 07,4/1/2010,20.48
Component 1,System 07,4/6/2010,27.34
Component 1,System 07,6/3/2010,29.14
Component 1,System 07,6/25/2010,24.18
Component 1,System 07,8/4/2010,24.80
Component 1,System 07,9/30/2010,22.42
Component 1,System 07,10/4/2010,29.24
Component 1,System 07,12/8/2010,29.67
Component 1,System 07,1/21/2011,27.23
Component 1,System 07,5/16/2011,28.22
Component 1,System 07,6/14/2011,26.75
Component 1,System 07,6/26/2011,26.50
Component 1,System 07,3/10/2012,27.98
Component 1,System 07,3/20/2012,27.29
Component 1,System 07,6/18/2012,28.07
Component 1,System 07,7/13/2012,29.14
Component 1,System 07,9/13/2012,20.14
Component 1,System 07,11/13/2012,28.47
Component 1,System 07,1/24/2013,20.30
Component 1,System 07,1/29/2013,27.49
Component 1,System 07,4/15/2013,27.37
Component 1,System 07,7/11/2013,27.65
Component 1,System 07,10/8/2013,27.04
Component 1,System 07,2/27/2014,24.98
Component 1,System 07,4/11/2014,24.63
Component 1,System 07,6/21/2014,27.17
Component 1,System 07,10/25/2014,24.06
Component 1,System 07,11/18/2014,25.15
Component 1,System 07,12/4/2014,23.50
Component 1,System 07,1/25/2015,28.46
Component 1,System 07,11/10/2015,23.96
Component 1,System 08,7/25/1990,21.93
Component 1,System 08,8/7/1990,28.07
Component 1,System 08,9/18/1990,21.55
Component 1,System 08,12/10/1990,26.23
Component 1,System 08,3/1/1991,24.05
Component 1,System 08,3/5/1991,24.59
Component 1,System 08,4/5/1991,20.46
Component 1,System 08,4/12/1991,25.77
Component 1,System 08,8/9/1991,21.88
Component 1,System 08,8/15/1991,25.60
Component 1,System 08,9/3/1991,29.47
Component 1,System 08,6/2/1992,24.11
Component 1,System 08,7/29/1992,28.82
Component 1,System 08,11/16/1992,27.11
Component 1,System 08,12/13/1992,29.87
Component 1,System 08,1/23/1993,22.05
Component 1,System 08,2/2/1993,24.83
Component 1,System 08,12/1/1993,22.33
Component 1,System 08,1/30/1994,21.05
Component 1,System 08,2/24/1994,22.63
Component 1,System 08,6/4/1994,26.32
Component 1,System 08,6/9/1994,20.33
Component 1,System 08,8/1/1994,21.50
Component 1,System 08,10/11/1994,20.56
Component 1,System 08,10/22/1994,23.65
Component 1,System 08,10/24/1994,28.86
Component 1,System 08,1/23/1995,23.13
Component 1,System 08,3/28/1995,22.03
Component 1,System 08,5/3/1995,26.19
Component 1,System 08,6/14/1995,27.79
Component 1,System 08,6/18/1995,28.79
Component 1,System 08,9/6/1995,20.96
Component 1,System 08,9/7/1995,23.38
Component 1,System 08,10/19/1995,28.39
Component 1,System 08,12/5/1995,22.70
Component 1,System 08,9/23/1996,28.16
Component 1,System 08,12/20/1996,26.22
Component 1,System 08,10/11/1997,21.10
Component 1,System 08,12/9/1997,23.19
Component 1,System 08,2/17/1998,28.23
Component 1,System 08,2/21/1998,21.95
Component 1,System 08,3/17/1998,28.11
Component 1,System 08,7/3/1998,26.35
Component 1,System 08,11/3/1998,28.59
Component 1,System 08,5/20/1999,27.86
Component 1,System 08,10/15/1999,27.41
Component 1,System 08,1/26/2000,25.85
Component 1,System 08,11/23/2000,24.19
Component 1,System 08,12/17/2000,21.43
Component 1,System 08,1/10/2001,26.56
Component 1,System 08,3/13/2001,27.58
Component 1,System 08,4/1/2001,29.52
Component 1,System 08,12/26/2001,28.77
Component 1,System 08,4/15/2002,25.62
Component 1,System 08,8/13/2002,22.49
Component 1,System 08,9/4/2002,26.51
Component 1,System 08,1/17/2003,20.87
Component 1,System 08,4/21/2003,22.29
Component 1,System 08,6/30/2003,22.46
Component 1,System 08,8/2/2003,22.21
Component 1,System 08,9/5/2003,24.62
Component 1,System 08,9/7/2003,22.22
Component 1,System 08,4/21/2004,20.19
Component 1,System 08,5/11/2004,20.30
Component 1,System 08,7/8/2004,29.67
Component 1,System 08,9/26/2004,27.80
Component 1,System 08,1/27/2005,27.17
Component 1,System 08,2/11/2005,23.39
Component 1,System 08,5/4/2005,28.52
Component 1,System 08,7/20/2005,28.05
Component 1,System 08,9/12/2005,25.43
Component 1,System 08,4/11/2006,28.65
Component 1,System 08,12/2/2006,27.43
Component 1,System 08,5/23/2007,29.72
Component 1,System 08,6/1/2007,28.23
Component 1,System 08,11/9/2007,21.46
Component 1,System 08,11/27/2007,28.66
Component 1,System 08,12/1/2007,26.43
Component 1,System 08,2/8/2008,29.11
Component 1,System 08,2/10/2008,24.56
Component 1,System 08,6/12/2008,26.71
Component 1,System 08,7/20/2008,23.90
Component 1,System 08,8/18/2008,25.06
Component 1,System 08,7/31/2009,25.81
Component 1,System 08,8/13/2009,24.23
Component 1,System 08,10/8/2009,22.39
Component 1,System 08,2/6/2010,22.27
Component 1,System 08,6/5/2010,28.86
Component 1,System 08,9/3/2010,22.45
Component 1,System 08,9/14/2010,24.58
Component 1,System 08,1/18/2011,23.41
Component 1,System 08,2/18/2011,28.20
Component 1,System 08,2/26/2011,26.76
Component 1,System 08,2/27/2011,21.00
Component 1,System 08,3/26/2011,27.33
Component 1,System 08,4/11/2011,24.60
Component 1,System 08,5/28/2011,26.87
Component 1,System 08,8/15/2011,23.17
Component 1,System 08,8/31/2011,28.01
Component 1,System 08,9/9/2011,20.24
Component 1,System 08,11/30/2011,28.14
Component 1,System 08,12/9/2011,28.84
Component 1,System 08,2/2/2012,22.01
Component 1,System 08,4/9/2012,28.41
Component 1,System 08,4/11/2012,25.64
Component 1,System 08,4/20/2012,29.77
Component 1,System 08,6/27/2012,20.22
Component 1,System 08,10/24/2012,26.42
Component 1,System 08,12/11/2012,20.52
Component 1,System 08,2/9/2013,23.48
Component 1,System 08,6/5/2013,22.23
Component 1,System 08,7/9/2013,23.97
Component 1,System 08,12/1/2013,26.01
Component 1,System 08,2/7/2014,20.13
Component 1,System 08,2/9/2014,21.38
Component 1,System 08,2/27/2014,29.75
Component 1,System 08,4/23/2014,29.42
Component 1,System 08,2/15/2015,23.36
Component 1,System 08,2/25/2015,26.41
Component 1,System 08,8/10/2015,26.87
Component 1,System 08,10/25/2015,26.25
Component 1,System 08,11/6/2015,27.58
Component 1,System 08,11/14/2015,29.01
Component 1,System 08,11/17/2015,23.25
Component 2,System 01,7/16/1990,10.47
Component 2,System 01,10/2/1990,13.30
Component 2,System 01,5/30/1991,14.78
Component 2,System 01,7/17/1991,19.90
Component 2,System 01,9/4/1991,11.61
Component 2,System 01,9/18/1991,15.03
Component 2,System 01,11/13/1991,19.47
Component 2,System 01,4/22/1992,13.95
Component 2,System 01,7/9/1992,19.98
Component 2,System 01,7/26/1992,10.33
Component 2,System 01,8/7/1992,11.52
Component 2,System 01,10/20/1992,18.02
Component 2,System 01,12/5/1992,18.78
Component 2,System 01,1/24/1993,18.00
Component 2,System 01,2/16/1993,10.52
Component 2,System 01,5/2/1993,16.06
Component 2,System 01,7/17/1993,14.83
Component 2,System 01,7/18/1993,12.91
Component 2,System 01,8/25/1993,17.58
Component 2,System 01,11/2/1993,17.13
Component 2,System 01,11/30/1993,17.52
Component 2,System 01,1/22/1994,15.12
Component 2,System 01,9/26/1994,10.30
Component 2,System 01,2/14/1995,11.73
Component 2,System 01,3/28/1995,14.52
Component 2,System 01,7/24/1995,19.28
Component 2,System 01,7/31/1995,12.27
Component 2,System 01,1/7/1996,12.12
Component 2,System 01,2/24/1996,12.16
Component 2,System 01,4/2/1996,14.98
Component 2,System 01,10/8/1996,14.41
Component 2,System 01,12/24/1996,18.81
Component 2,System 01,1/5/1997,14.88
Component 2,System 01,3/22/1997,13.38
Component 2,System 01,7/18/1998,11.69
Component 2,System 01,8/30/1998,16.95
Component 2,System 01,9/2/1998,11.13
Component 2,System 01,6/25/1999,14.57
Component 2,System 01,9/19/1999,10.28
Component 2,System 01,10/2/1999,16.54
Component 2,System 01,10/4/1999,14.75
Component 2,System 01,1/10/2000,13.75
Component 2,System 01,9/11/2000,16.49
Component 2,System 01,10/7/2000,14.19
Component 2,System 01,11/19/2000,12.52
Component 2,System 01,12/23/2000,19.67
Component 2,System 01,3/2/2001,16.45
Component 2,System 01,4/14/2001,10.44
Component 2,System 01,8/27/2001,15.86
Component 2,System 01,12/4/2001,18.13
Component 2,System 01,12/7/2001,18.68
Component 2,System 01,5/3/2002,14.23
Component 2,System 01,6/30/2002,17.50
Component 2,System 01,7/7/2002,11.83
Component 2,System 01,11/23/2002,15.67
Component 2,System 01,12/10/2002,16.93
Component 2,System 01,10/19/2003,12.22
Component 2,System 01,2/1/2004,17.41
Component 2,System 01,2/27/2004,11.39
Component 2,System 01,5/9/2004,15.13
Component 2,System 01,5/29/2004,10.09
Component 2,System 01,3/10/2005,13.97
Component 2,System 01,7/8/2005,12.19
Component 2,System 01,7/17/2005,12.64
Component 2,System 01,10/4/2005,14.51
Component 2,System 01,10/11/2006,11.42
Component 2,System 01,1/5/2007,18.96
Component 2,System 01,2/27/2007,15.09
Component 2,System 01,3/16/2007,13.60
Component 2,System 01,7/22/2007,14.80
Component 2,System 01,1/6/2008,14.56
Component 2,System 01,1/14/2009,12.64
Component 2,System 01,3/26/2009,16.99
Component 2,System 01,3/31/2009,18.01
Component 2,System 01,6/4/2009,19.24
Component 2,System 01,6/25/2009,12.48
Component 2,System 01,5/7/2010,13.00
Component 2,System 01,9/5/2010,11.28
Component 2,System 01,12/24/2010,15.47
Component 2,System 01,4/9/2011,15.84
Component 2,System 01,7/7/2011,13.38
Component 2,System 01,10/11/2011,11.75
Component 2,System 01,12/11/2011,14.64
Component 2,System 01,5/22/2012,16.77
Component 2,System 01,2/17/2013,10.75
Component 2,System 01,3/27/2013,18.45
Component 2,System 01,6/6/2013,10.63
Component 2,System 01,6/27/2013,16.12
Component 2,System 01,12/18/2013,13.99
Component 2,System 01,12/30/2013,17.76
Component 2,System 01,1/15/2014,16.44
Component 2,System 01,2/2/2014,14.80
Component 2,System 01,3/7/2014,19.61
Component 2,System 01,4/7/2014,17.70
Component 2,System 01,7/16/2014,13.04
Component 2,System 01,9/2/2014,14.25
Component 2,System 01,9/17/2014,19.58
Component 2,System 01,9/28/2014,13.98
Component 2,System 01,11/3/2014,10.24
Component 2,System 01,2/11/2015,17.76
Component 2,System 01,8/5/2015,17.37
Component 2,System 01,9/12/2015,17.19
